# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20120101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH105/April_2013/Question_01_(l),1005,909,655,00:05:38,15.70,19:32:43
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(m),1001,876,691,00:04:27,22.75,08:20:11
/Science:Math_Exam_Resources/Courses/MATH101/April_2006,997,647,430,00:01:03,17.80,08:45:19
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_4_(a),997,868,764,00:04:44,62.31,07:53:11
/Science:Math_Exam_Resources/Courses/MATH100/December_2010/Question_1_(a),993,864,679,00:01:44,11.82,47:44:14
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_03_(b),993,892,720,00:06:45,13.07,84:59:18
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_01_(d),993,784,523,00:02:20,22.57,14:36:05
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_06_(a),993,792,503,00:04:13,19.10,41:44:05
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(h),993,844,732,00:01:53,49.65,06:42:22
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_6_(a),993,812,659,00:02:43,13.79,37:06:46
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_2_(a),989,716,575,00:04:22,30.91,16:11:18
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_5_(b),989,696,567,00:03:31,24.72,15:38:32
/Science:Math_Exam_Resources/Courses/MATH100/December_2011/Question_8,985,828,603,00:05:38,9.75,35:25:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_4_(a),985,764,599,00:04:25,10.71,72:58:48
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_01_(h),985,888,724,00:04:35,22.39,38:03:39
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_06,985,868,655,00:07:55,12.96,42:48:41
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(j),985,872,696,00:04:17,41.04,08:06:43
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(k),985,868,700,00:03:15,30.78,15:41:13
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_4_(a),985,844,619,00:05:10,27.36,25:06:56
/Science:Math_Exam_Resources/Courses/MATH105/April_2013/Question_03_(b),985,852,639,00:07:00,13.68,27:39:34
/Science:Math_Exam_Resources/Courses/MATH105/April_2013/Question_05_(a),985,764,579,00:03:46,9.04,45:53:01
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_8,981,691,511,00:03:44,9.71,67:44:33
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_08_(b),977,828,623,00:05:17,9.30,50:42:16
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(g),977,820,647,00:03:07,22.20,21:14:58
